nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,jumlah_missing_awal
KABUPATEN BANGKALAN,2020-01-01,BERAS MEDIUM,8869,RP/KG,0
KABUPATEN BANGKALAN,2020-02-01,BERAS MEDIUM,8375,RP/KG,0
KABUPATEN BANGKALAN,2020-03-01,BERAS MEDIUM,8275,RP/KG,0
KABUPATEN BANGKALAN,2020-04-01,BERAS MEDIUM,8000,RP/KG,0
KABUPATEN BANGKALAN,2020-05-01,BERAS MEDIUM,8350,RP/KG,0
KABUPATEN BANGKALAN,2020-06-01,BERAS MEDIUM,8500,RP/KG,0
KABUPATEN BANGKALAN,2020-07-01,BERAS MEDIUM,8613,RP/KG,0
KABUPATEN BANGKALAN,2020-08-01,BERAS MEDIUM,8688,RP/KG,0
KABUPATEN BANGKALAN,2020-09-01,BERAS MEDIUM,8656,RP/KG,0
KABUPATEN BANGKALAN,2020-10-01,BERAS MEDIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2020-11-01,BERAS MEDIUM,8963,RP/KG,0
KABUPATEN BANGKALAN,2020-12-01,BERAS MEDIUM,9000,RP/KG,0
KABUPATEN BANGKALAN,2021-01-01,BERAS MEDIUM,9000,RP/KG,0
KABUPATEN BANGKALAN,2021-02-01,BERAS MEDIUM,9000,RP/KG,0
KABUPATEN BANGKALAN,2021-03-01,BERAS MEDIUM,8350,RP/KG,0
KABUPATEN BANGKALAN,2021-04-01,BERAS MEDIUM,8000,RP/KG,0
KABUPATEN BANGKALAN,2021-05-01,BERAS MEDIUM,8000,RP/KG,0
KABUPATEN BANGKALAN,2021-06-01,BERAS MEDIUM,8377,RP/KG,0
KABUPATEN BANGKALAN,2021-07-01,BERAS MEDIUM,8300,RP/KG,0
KABUPATEN BANGKALAN,2021-08-01,BERAS MEDIUM,8300,RP/KG,0
KABUPATEN BANGKALAN,2021-09-01,BERAS MEDIUM,7927,RP/KG,0
KABUPATEN BANGKALAN,2021-10-01,BERAS MEDIUM,8300,RP/KG,0
KABUPATEN BANGKALAN,2021-11-01,BERAS MEDIUM,8329,RP/KG,0
KABUPATEN BANGKALAN,2021-12-01,BERAS MEDIUM,8500,RP/KG,0
KABUPATEN BANGKALAN,2022-01-01,BERAS MEDIUM,8500,RP/KG,0
KABUPATEN BANGKALAN,2022-02-01,BERAS MEDIUM,8500,RP/KG,0
KABUPATEN BANGKALAN,2022-03-01,BERAS MEDIUM,8500,RP/KG,0
KABUPATEN BANGKALAN,2022-04-01,BERAS MEDIUM,8281,RP/KG,0
KABUPATEN BANGKALAN,2022-05-01,BERAS MEDIUM,8000,RP/KG,0
KABUPATEN BANGKALAN,2022-06-01,BERAS MEDIUM,7589,RP/KG,0
KABUPATEN BANGKALAN,2022-07-01,BERAS MEDIUM,7500,RP/KG,0
KABUPATEN BANGKALAN,2022-08-01,BERAS MEDIUM,7500,RP/KG,0
KABUPATEN BANGKALAN,2022-09-01,BERAS MEDIUM,8345,RP/KG,0
KABUPATEN BANGKALAN,2022-10-01,BERAS MEDIUM,9425,RP/KG,0
KABUPATEN BANGKALAN,2022-11-01,BERAS MEDIUM,9500,RP/KG,0
KABUPATEN BANGKALAN,2022-12-01,BERAS MEDIUM,9969,RP/KG,0
KABUPATEN BANGKALAN,2023-01-01,BERAS MEDIUM,9966,RP/KG,0
KABUPATEN BANGKALAN,2023-02-01,BERAS MEDIUM,10647,RP/KG,0
KABUPATEN BANGKALAN,2023-03-01,BERAS MEDIUM,10138,RP/KG,0
KABUPATEN BANGKALAN,2023-04-01,BERAS MEDIUM,10688,RP/KG,0
KABUPATEN BANGKALAN,2023-05-01,BERAS MEDIUM,10738,RP/KG,0
KABUPATEN BANGKALAN,2023-06-01,BERAS MEDIUM,10280,RP/KG,0
KABUPATEN BANGKALAN,2023-07-01,BERAS MEDIUM,10275,RP/KG,0
KABUPATEN BANGKALAN,2023-08-01,BERAS MEDIUM,10545,RP/KG,0
KABUPATEN BANGKALAN,2023-09-01,BERAS MEDIUM,11974,RP/KG,0
KABUPATEN BANGKALAN,2023-10-01,BERAS MEDIUM,12450,RP/KG,0
KABUPATEN BANGKALAN,2023-11-01,BERAS MEDIUM,12750,RP/KG,0
KABUPATEN BANGKALAN,2023-12-01,BERAS MEDIUM,12750,RP/KG,0
KABUPATEN BANGKALAN,2024-01-01,BERAS MEDIUM,12768,RP/KG,0
KABUPATEN BANGKALAN,2024-02-01,BERAS MEDIUM,13421,RP/KG,0
KABUPATEN BANGKALAN,2024-03-01,BERAS MEDIUM,13583,RP/KG,0
KABUPATEN BANGKALAN,2024-04-01,BERAS MEDIUM,11750,RP/KG,0
KABUPATEN BANGKALAN,2024-05-01,BERAS MEDIUM,11375,RP/KG,0
KABUPATEN BANGKALAN,2024-06-01,BERAS MEDIUM,11833,RP/KG,0
KABUPATEN BANGKALAN,2024-07-01,BERAS MEDIUM,12163,RP/KG,0
KABUPATEN BANGKALAN,2024-08-01,BERAS MEDIUM,12438,RP/KG,0
KABUPATEN BANGKALAN,2024-09-01,BERAS MEDIUM,12500,RP/KG,0
KABUPATEN BANGKALAN,2024-10-01,BERAS MEDIUM,12660,RP/KG,0
KABUPATEN BANGKALAN,2024-11-01,BERAS MEDIUM,12700,RP/KG,0
KABUPATEN BANGKALAN,2024-12-01,BERAS MEDIUM,12700,RP/KG,0
KABUPATEN BANGKALAN,2025-01-01,BERAS MEDIUM,12570,RP/KG,0
KABUPATEN BANGKALAN,2025-02-01,BERAS MEDIUM,12344,RP/KG,0
KABUPATEN BANGKALAN,2025-03-01,BERAS MEDIUM,12107,RP/KG,0
KABUPATEN BANGKALAN,2025-04-01,BERAS MEDIUM,12000,RP/KG,0
KABUPATEN BANGKALAN,2025-05-01,BERAS MEDIUM,11893,RP/KG,0
KABUPATEN BANGKALAN,2025-06-01,BERAS MEDIUM,11869,RP/KG,0
KABUPATEN BANGKALAN,2025-07-01,BERAS MEDIUM,12230,RP/KG,0
KABUPATEN BANGKALAN,2020-01-01,BERAS PREMIUM,10464,RP/KG,0
KABUPATEN BANGKALAN,2020-02-01,BERAS PREMIUM,10150,RP/KG,0
KABUPATEN BANGKALAN,2020-03-01,BERAS PREMIUM,10500,RP/KG,0
KABUPATEN BANGKALAN,2020-04-01,BERAS PREMIUM,10500,RP/KG,0
KABUPATEN BANGKALAN,2020-05-01,BERAS PREMIUM,10500,RP/KG,0
KABUPATEN BANGKALAN,2020-06-01,BERAS PREMIUM,10536,RP/KG,0
KABUPATEN BANGKALAN,2020-07-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2020-08-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2020-09-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2020-10-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2020-11-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2020-12-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2021-01-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2021-02-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2021-03-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2021-04-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2021-05-01,BERAS PREMIUM,10750,RP/KG,0
KABUPATEN BANGKALAN,2021-06-01,BERAS PREMIUM,10757,RP/KG,0
KABUPATEN BANGKALAN,2021-07-01,BERAS PREMIUM,10800,RP/KG,0
KABUPATEN BANGKALAN,2021-08-01,BERAS PREMIUM,10800,RP/KG,0
KABUPATEN BANGKALAN,2021-09-01,BERAS PREMIUM,10800,RP/KG,0
KABUPATEN BANGKALAN,2021-10-01,BERAS PREMIUM,10800,RP/KG,0
KABUPATEN BANGKALAN,2021-11-01,BERAS PREMIUM,11500,RP/KG,0
KABUPATEN BANGKALAN,2021-12-01,BERAS PREMIUM,11500,RP/KG,0
KABUPATEN BANGKALAN,2022-01-01,BERAS PREMIUM,11458,RP/KG,0
KABUPATEN BANGKALAN,2022-02-01,BERAS PREMIUM,11000,RP/KG,0
KABUPATEN BANGKALAN,2022-03-01,BERAS PREMIUM,11000,RP/KG,0
KABUPATEN BANGKALAN,2022-04-01,BERAS PREMIUM,10656,RP/KG,0
KABUPATEN BANGKALAN,2022-05-01,BERAS PREMIUM,10500,RP/KG,0
KABUPATEN BANGKALAN,2022-06-01,BERAS PREMIUM,10475,RP/KG,0
KABUPATEN BANGKALAN,2022-07-01,BERAS PREMIUM,10500,RP/KG,0
KABUPATEN BANGKALAN,2022-08-01,BERAS PREMIUM,10509,RP/KG,0
KABUPATEN BANGKALAN,2022-09-01,BERAS PREMIUM,11163,RP/KG,0
KABUPATEN BANGKALAN,2022-10-01,BERAS PREMIUM,11400,RP/KG,0
KABUPATEN BANGKALAN,2022-11-01,BERAS PREMIUM,11125,RP/KG,0
KABUPATEN BANGKALAN,2022-12-01,BERAS PREMIUM,11779,RP/KG,0
KABUPATEN BANGKALAN,2023-01-01,BERAS PREMIUM,12000,RP/KG,0
KABUPATEN BANGKALAN,2023-02-01,BERAS PREMIUM,11982,RP/KG,0
KABUPATEN BANGKALAN,2023-03-01,BERAS PREMIUM,12000,RP/KG,0
KABUPATEN BANGKALAN,2023-04-01,BERAS PREMIUM,12375,RP/KG,0
KABUPATEN BANGKALAN,2023-05-01,BERAS PREMIUM,12375,RP/KG,0
KABUPATEN BANGKALAN,2023-06-01,BERAS PREMIUM,12000,RP/KG,0
KABUPATEN BANGKALAN,2023-07-01,BERAS PREMIUM,12063,RP/KG,0
KABUPATEN BANGKALAN,2023-08-01,BERAS PREMIUM,12690,RP/KG,0
KABUPATEN BANGKALAN,2023-09-01,BERAS PREMIUM,13208,RP/KG,0
KABUPATEN BANGKALAN,2023-10-01,BERAS PREMIUM,13463,RP/KG,0
KABUPATEN BANGKALAN,2023-11-01,BERAS PREMIUM,13500,RP/KG,0
KABUPATEN BANGKALAN,2023-12-01,BERAS PREMIUM,13500,RP/KG,0
KABUPATEN BANGKALAN,2024-01-01,BERAS PREMIUM,13796,RP/KG,0
KABUPATEN BANGKALAN,2024-02-01,BERAS PREMIUM,14554,RP/KG,0
KABUPATEN BANGKALAN,2024-03-01,BERAS PREMIUM,14129,RP/KG,0
KABUPATEN BANGKALAN,2024-04-01,BERAS PREMIUM,15000,RP/KG,0
KABUPATEN BANGKALAN,2024-05-01,BERAS PREMIUM,14375,RP/KG,0
KABUPATEN BANGKALAN,2024-06-01,BERAS PREMIUM,13983,RP/KG,0
KABUPATEN BANGKALAN,2024-07-01,BERAS PREMIUM,14500,RP/KG,0
KABUPATEN BANGKALAN,2024-08-01,BERAS PREMIUM,14500,RP/KG,0
KABUPATEN BANGKALAN,2024-09-01,BERAS PREMIUM,14500,RP/KG,0
KABUPATEN BANGKALAN,2024-10-01,BERAS PREMIUM,14500,RP/KG,0
KABUPATEN BANGKALAN,2024-11-01,BERAS PREMIUM,14320,RP/KG,0
KABUPATEN BANGKALAN,2024-12-01,BERAS PREMIUM,14500,RP/KG,0
KABUPATEN BANGKALAN,2025-01-01,BERAS PREMIUM,14500,RP/KG,0
KABUPATEN BANGKALAN,2025-02-01,BERAS PREMIUM,14344,RP/KG,0
KABUPATEN BANGKALAN,2025-03-01,BERAS PREMIUM,14250,RP/KG,0
KABUPATEN BANGKALAN,2025-04-01,BERAS PREMIUM,14250,RP/KG,0
KABUPATEN BANGKALAN,2025-05-01,BERAS PREMIUM,14250,RP/KG,0
KABUPATEN BANGKALAN,2025-06-01,BERAS PREMIUM,14250,RP/KG,0
KABUPATEN BANGKALAN,2025-07-01,BERAS PREMIUM,14350,RP/KG,0
KABUPATEN BANGKALAN,2020-01-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2020-02-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2020-03-01,GABAH KERING GILING,5358,RP/KG,0
KABUPATEN BANGKALAN,2020-04-01,GABAH KERING GILING,5119,RP/KG,0
KABUPATEN BANGKALAN,2020-05-01,GABAH KERING GILING,5175,RP/KG,0
KABUPATEN BANGKALAN,2020-06-01,GABAH KERING GILING,5249,RP/KG,0
KABUPATEN BANGKALAN,2020-07-01,GABAH KERING GILING,5328,RP/KG,0
KABUPATEN BANGKALAN,2020-08-01,GABAH KERING GILING,5400,RP/KG,0
KABUPATEN BANGKALAN,2020-09-01,GABAH KERING GILING,5403,RP/KG,0
KABUPATEN BANGKALAN,2020-10-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2020-11-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2020-12-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2021-01-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2021-02-01,GABAH KERING GILING,5500,RP/KG,0
KABUPATEN BANGKALAN,2021-03-01,GABAH KERING GILING,5213,RP/KG,0
KABUPATEN BANGKALAN,2021-04-01,GABAH KERING GILING,5000,RP/KG,0
KABUPATEN BANGKALAN,2021-05-01,GABAH KERING GILING,5000,RP/KG,0
KABUPATEN BANGKALAN,2021-06-01,GABAH KERING GILING,5200,RP/KG,0
KABUPATEN BANGKALAN,2021-07-01,GABAH KERING GILING,5275,RP/KG,0
KABUPATEN BANGKALAN,2021-08-01,GABAH KERING GILING,5300,RP/KG,0
KABUPATEN BANGKALAN,2021-09-01,GABAH KERING GILING,5300,RP/KG,0
KABUPATEN BANGKALAN,2021-10-01,GABAH KERING GILING,5445,RP/KG,0
KABUPATEN BANGKALAN,2021-11-01,GABAH KERING GILING,5248,RP/KG,0
KABUPATEN BANGKALAN,2021-12-01,GABAH KERING GILING,5250,RP/KG,0
KABUPATEN BANGKALAN,2022-01-01,GABAH KERING GILING,5250,RP/KG,0
KABUPATEN BANGKALAN,2022-02-01,GABAH KERING GILING,5250,RP/KG,0
KABUPATEN BANGKALAN,2022-03-01,GABAH KERING GILING,5255,RP/KG,0
KABUPATEN BANGKALAN,2022-04-01,GABAH KERING GILING,5225,RP/KG,0
KABUPATEN BANGKALAN,2022-05-01,GABAH KERING GILING,5200,RP/KG,0
KABUPATEN BANGKALAN,2022-06-01,GABAH KERING GILING,5200,RP/KG,0
KABUPATEN BANGKALAN,2022-07-01,GABAH KERING GILING,5200,RP/KG,0
KABUPATEN BANGKALAN,2022-08-01,GABAH KERING GILING,5250,RP/KG,0
KABUPATEN BANGKALAN,2022-09-01,GABAH KERING GILING,5533,RP/KG,0
KABUPATEN BANGKALAN,2022-10-01,GABAH KERING GILING,5844,RP/KG,0
KABUPATEN BANGKALAN,2022-11-01,GABAH KERING GILING,5875,RP/KG,0
KABUPATEN BANGKALAN,2022-12-01,GABAH KERING GILING,6051,RP/KG,0
KABUPATEN BANGKALAN,2023-01-01,GABAH KERING GILING,6216,RP/KG,0
KABUPATEN BANGKALAN,2023-02-01,GABAH KERING GILING,6231,RP/KG,0
KABUPATEN BANGKALAN,2023-03-01,GABAH KERING GILING,5988,RP/KG,0
KABUPATEN BANGKALAN,2023-04-01,GABAH KERING GILING,6167,RP/KG,0
KABUPATEN BANGKALAN,2023-05-01,GABAH KERING GILING,6331,RP/KG,0
KABUPATEN BANGKALAN,2023-06-01,GABAH KERING GILING,6225,RP/KG,0
KABUPATEN BANGKALAN,2023-07-01,GABAH KERING GILING,6258,RP/KG,0
KABUPATEN BANGKALAN,2023-08-01,GABAH KERING GILING,6545,RP/KG,0
KABUPATEN BANGKALAN,2023-09-01,GABAH KERING GILING,7596,RP/KG,0
KABUPATEN BANGKALAN,2023-10-01,GABAH KERING GILING,7952,RP/KG,0
KABUPATEN BANGKALAN,2023-11-01,GABAH KERING GILING,8230,RP/KG,0
KABUPATEN BANGKALAN,2023-12-01,GABAH KERING GILING,8250,RP/KG,0
KABUPATEN BANGKALAN,2024-01-01,GABAH KERING GILING,8250,RP/KG,0
KABUPATEN BANGKALAN,2024-02-01,GABAH KERING GILING,8373,RP/KG,0
KABUPATEN BANGKALAN,2024-03-01,GABAH KERING GILING,7969,RP/KG,0
KABUPATEN BANGKALAN,2024-04-01,GABAH KERING GILING,6688,RP/KG,0
KABUPATEN BANGKALAN,2024-05-01,GABAH KERING GILING,6500,RP/KG,0
KABUPATEN BANGKALAN,2024-06-01,GABAH KERING GILING,6890,RP/KG,0
KABUPATEN BANGKALAN,2024-07-01,GABAH KERING GILING,7343,RP/KG,0
KABUPATEN BANGKALAN,2024-08-01,GABAH KERING GILING,7500,RP/KG,0
KABUPATEN BANGKALAN,2024-09-01,GABAH KERING GILING,7628,RP/KG,0
KABUPATEN BANGKALAN,2024-10-01,GABAH KERING GILING,7650,RP/KG,0
KABUPATEN BANGKALAN,2024-11-01,GABAH KERING GILING,7650,RP/KG,0
KABUPATEN BANGKALAN,2024-12-01,GABAH KERING GILING,7650,RP/KG,0
KABUPATEN BANGKALAN,2025-01-01,GABAH KERING GILING,7500,RP/KG,0
KABUPATEN BANGKALAN,2025-02-01,GABAH KERING GILING,7500,RP/KG,1
KABUPATEN BANGKALAN,2025-03-01,GABAH KERING GILING,7500,RP/KG,0
KABUPATEN BANGKALAN,2025-04-01,GABAH KERING GILING,7550,RP/KG,1
KABUPATEN BANGKALAN,2025-05-01,GABAH KERING GILING,7600,RP/KG,0
KABUPATEN BANGKALAN,2025-06-01,GABAH KERING GILING,7792,RP/KG,0
KABUPATEN BANGKALAN,2025-07-01,GABAH KERING GILING,7810,RP/KG,0
KABUPATEN BANGKALAN,2020-01-01,GABAH KERING PANEN,4700,RP/KG,0
KABUPATEN BANGKALAN,2020-02-01,GABAH KERING PANEN,4463,RP/KG,0
KABUPATEN BANGKALAN,2020-03-01,GABAH KERING PANEN,4423,RP/KG,0
KABUPATEN BANGKALAN,2020-04-01,GABAH KERING PANEN,4105,RP/KG,0
KABUPATEN BANGKALAN,2020-05-01,GABAH KERING PANEN,4113,RP/KG,0
KABUPATEN BANGKALAN,2020-06-01,GABAH KERING PANEN,4207,RP/KG,0
KABUPATEN BANGKALAN,2020-07-01,GABAH KERING PANEN,4360,RP/KG,0
KABUPATEN BANGKALAN,2020-08-01,GABAH KERING PANEN,4400,RP/KG,0
KABUPATEN BANGKALAN,2020-09-01,GABAH KERING PANEN,4405,RP/KG,0
KABUPATEN BANGKALAN,2020-10-01,GABAH KERING PANEN,4500,RP/KG,0
KABUPATEN BANGKALAN,2020-11-01,GABAH KERING PANEN,4500,RP/KG,0
KABUPATEN BANGKALAN,2020-12-01,GABAH KERING PANEN,4500,RP/KG,0
KABUPATEN BANGKALAN,2021-01-01,GABAH KERING PANEN,4231,RP/KG,0
KABUPATEN BANGKALAN,2021-02-01,GABAH KERING PANEN,4233,RP/KG,0
KABUPATEN BANGKALAN,2021-03-01,GABAH KERING PANEN,4000,RP/KG,0
KABUPATEN BANGKALAN,2021-04-01,GABAH KERING PANEN,4000,RP/KG,0
KABUPATEN BANGKALAN,2021-05-01,GABAH KERING PANEN,4000,RP/KG,0
KABUPATEN BANGKALAN,2021-06-01,GABAH KERING PANEN,4300,RP/KG,0
KABUPATEN BANGKALAN,2021-07-01,GABAH KERING PANEN,4188,RP/KG,0
KABUPATEN BANGKALAN,2021-08-01,GABAH KERING PANEN,4200,RP/KG,0
KABUPATEN BANGKALAN,2021-09-01,GABAH KERING PANEN,4200,RP/KG,0
KABUPATEN BANGKALAN,2021-10-01,GABAH KERING PANEN,4176,RP/KG,1
KABUPATEN BANGKALAN,2021-11-01,GABAH KERING PANEN,4152,RP/KG,1
KABUPATEN BANGKALAN,2021-12-01,GABAH KERING PANEN,4128,RP/KG,1
KABUPATEN BANGKALAN,2022-01-01,GABAH KERING PANEN,4104,RP/KG,1
KABUPATEN BANGKALAN,2022-02-01,GABAH KERING PANEN,4080,RP/KG,0
KABUPATEN BANGKALAN,2022-03-01,GABAH KERING PANEN,4150,RP/KG,0
KABUPATEN BANGKALAN,2022-04-01,GABAH KERING PANEN,4233,RP/KG,0
KABUPATEN BANGKALAN,2022-05-01,GABAH KERING PANEN,4222,RP/KG,1
KABUPATEN BANGKALAN,2022-06-01,GABAH KERING PANEN,4211,RP/KG,1
KABUPATEN BANGKALAN,2022-07-01,GABAH KERING PANEN,4200,RP/KG,0
KABUPATEN BANGKALAN,2022-08-01,GABAH KERING PANEN,4203,RP/KG,0
KABUPATEN BANGKALAN,2022-09-01,GABAH KERING PANEN,4393,RP/KG,1
KABUPATEN BANGKALAN,2022-10-01,GABAH KERING PANEN,4583,RP/KG,1
KABUPATEN BANGKALAN,2022-11-01,GABAH KERING PANEN,4772,RP/KG,1
KABUPATEN BANGKALAN,2022-12-01,GABAH KERING PANEN,4962,RP/KG,1
KABUPATEN BANGKALAN,2023-01-01,GABAH KERING PANEN,5152,RP/KG,1
KABUPATEN BANGKALAN,2023-02-01,GABAH KERING PANEN,5342,RP/KG,0
KABUPATEN BANGKALAN,2023-03-01,GABAH KERING PANEN,4736,RP/KG,0
KABUPATEN BANGKALAN,2023-04-01,GABAH KERING PANEN,5200,RP/KG,0
KABUPATEN BANGKALAN,2023-05-01,GABAH KERING PANEN,5750,RP/KG,0
KABUPATEN BANGKALAN,2023-06-01,GABAH KERING PANEN,5500,RP/KG,0
KABUPATEN BANGKALAN,2023-07-01,GABAH KERING PANEN,5500,RP/KG,0
KABUPATEN BANGKALAN,2023-08-01,GABAH KERING PANEN,5500,RP/KG,0
KABUPATEN BANGKALAN,2023-09-01,GABAH KERING PANEN,5794,RP/KG,1
KABUPATEN BANGKALAN,2023-10-01,GABAH KERING PANEN,6089,RP/KG,1
KABUPATEN BANGKALAN,2023-11-01,GABAH KERING PANEN,6384,RP/KG,1
KABUPATEN BANGKALAN,2023-12-01,GABAH KERING PANEN,6678,RP/KG,1
KABUPATEN BANGKALAN,2024-01-01,GABAH KERING PANEN,6972,RP/KG,1
KABUPATEN BANGKALAN,2024-02-01,GABAH KERING PANEN,7267,RP/KG,0
KABUPATEN BANGKALAN,2024-03-01,GABAH KERING PANEN,6438,RP/KG,0
KABUPATEN BANGKALAN,2024-04-01,GABAH KERING PANEN,5163,RP/KG,0
KABUPATEN BANGKALAN,2024-05-01,GABAH KERING PANEN,5332,RP/KG,1
KABUPATEN BANGKALAN,2024-06-01,GABAH KERING PANEN,5500,RP/KG,0
KABUPATEN BANGKALAN,2024-07-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2024-08-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2024-09-01,GABAH KERING PANEN,6628,RP/KG,0
KABUPATEN BANGKALAN,2024-10-01,GABAH KERING PANEN,6564,RP/KG,1
KABUPATEN BANGKALAN,2024-11-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2024-12-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2025-01-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2025-02-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2025-03-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2025-04-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2025-05-01,GABAH KERING PANEN,6500,RP/KG,0
KABUPATEN BANGKALAN,2025-06-01,GABAH KERING PANEN,6465,RP/KG,0
KABUPATEN BANGKALAN,2025-07-01,GABAH KERING PANEN,6702,RP/KG,0
KABUPATEN BANGKALAN,2020-01-01,JAGUNG PIPIL KERING,4590,RP/KG,0
KABUPATEN BANGKALAN,2020-02-01,JAGUNG PIPIL KERING,4508,RP/KG,0
KABUPATEN BANGKALAN,2020-03-01,JAGUNG PIPIL KERING,4040,RP/KG,0
KABUPATEN BANGKALAN,2020-04-01,JAGUNG PIPIL KERING,3969,RP/KG,0
KABUPATEN BANGKALAN,2020-05-01,JAGUNG PIPIL KERING,4703,RP/KG,0
KABUPATEN BANGKALAN,2020-06-01,JAGUNG PIPIL KERING,4328,RP/KG,0
KABUPATEN BANGKALAN,2020-07-01,JAGUNG PIPIL KERING,4300,RP/KG,0
KABUPATEN BANGKALAN,2020-08-01,JAGUNG PIPIL KERING,4500,RP/KG,0
KABUPATEN BANGKALAN,2020-09-01,JAGUNG PIPIL KERING,4500,RP/KG,0
KABUPATEN BANGKALAN,2020-10-01,JAGUNG PIPIL KERING,4150,RP/KG,0
KABUPATEN BANGKALAN,2020-11-01,JAGUNG PIPIL KERING,4213,RP/KG,0
KABUPATEN BANGKALAN,2020-12-01,JAGUNG PIPIL KERING,4473,RP/KG,0
KABUPATEN BANGKALAN,2021-01-01,JAGUNG PIPIL KERING,4844,RP/KG,0
KABUPATEN BANGKALAN,2021-02-01,JAGUNG PIPIL KERING,4625,RP/KG,0
KABUPATEN BANGKALAN,2021-03-01,JAGUNG PIPIL KERING,4150,RP/KG,0
KABUPATEN BANGKALAN,2021-04-01,JAGUNG PIPIL KERING,4814,RP/KG,0
KABUPATEN BANGKALAN,2021-05-01,JAGUNG PIPIL KERING,4814,RP/KG,0
KABUPATEN BANGKALAN,2021-06-01,JAGUNG PIPIL KERING,5663,RP/KG,0
KABUPATEN BANGKALAN,2021-07-01,JAGUNG PIPIL KERING,6223,RP/KG,0
KABUPATEN BANGKALAN,2021-08-01,JAGUNG PIPIL KERING,6463,RP/KG,0
KABUPATEN BANGKALAN,2021-09-01,JAGUNG PIPIL KERING,6500,RP/KG,0
KABUPATEN BANGKALAN,2021-10-01,JAGUNG PIPIL KERING,6500,RP/KG,0
KABUPATEN BANGKALAN,2021-11-01,JAGUNG PIPIL KERING,6607,RP/KG,0
KABUPATEN BANGKALAN,2021-12-01,JAGUNG PIPIL KERING,6583,RP/KG,0
KABUPATEN BANGKALAN,2022-01-01,JAGUNG PIPIL KERING,6200,RP/KG,0
KABUPATEN BANGKALAN,2022-02-01,JAGUNG PIPIL KERING,4750,RP/KG,0
KABUPATEN BANGKALAN,2022-03-01,JAGUNG PIPIL KERING,4750,RP/KG,0
KABUPATEN BANGKALAN,2022-04-01,JAGUNG PIPIL KERING,4758,RP/KG,0
KABUPATEN BANGKALAN,2022-05-01,JAGUNG PIPIL KERING,5417,RP/KG,0
KABUPATEN BANGKALAN,2022-06-01,JAGUNG PIPIL KERING,5875,RP/KG,0
KABUPATEN BANGKALAN,2022-07-01,JAGUNG PIPIL KERING,5833,RP/KG,0
KABUPATEN BANGKALAN,2022-08-01,JAGUNG PIPIL KERING,5802,RP/KG,0
KABUPATEN BANGKALAN,2022-09-01,JAGUNG PIPIL KERING,5929,RP/KG,0
KABUPATEN BANGKALAN,2022-10-01,JAGUNG PIPIL KERING,6000,RP/KG,0
KABUPATEN BANGKALAN,2022-11-01,JAGUNG PIPIL KERING,5000,RP/KG,0
KABUPATEN BANGKALAN,2022-12-01,JAGUNG PIPIL KERING,5125,RP/KG,0
KABUPATEN BANGKALAN,2023-01-01,JAGUNG PIPIL KERING,4844,RP/KG,0
KABUPATEN BANGKALAN,2023-02-01,JAGUNG PIPIL KERING,4288,RP/KG,0
KABUPATEN BANGKALAN,2023-03-01,JAGUNG PIPIL KERING,4627,RP/KG,0
KABUPATEN BANGKALAN,2023-04-01,JAGUNG PIPIL KERING,5275,RP/KG,0
KABUPATEN BANGKALAN,2023-05-01,JAGUNG PIPIL KERING,5956,RP/KG,0
KABUPATEN BANGKALAN,2023-06-01,JAGUNG PIPIL KERING,5800,RP/KG,0
KABUPATEN BANGKALAN,2023-07-01,JAGUNG PIPIL KERING,5756,RP/KG,0
