nama_kabupaten_kota,periode_update,kategori,jumlah,satuan,jumlah_missing_awal
KABUPATEN TULUNGAGUNG,2024-04-01,GABAH KERING GILING,6726,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-05-01,GABAH KERING GILING,6897,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-06-01,GABAH KERING GILING,7244,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-07-01,GABAH KERING GILING,7483,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-08-01,GABAH KERING GILING,7565,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-09-01,GABAH KERING GILING,7633,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-10-01,GABAH KERING GILING,7631,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-11-01,GABAH KERING GILING,7517,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-12-01,GABAH KERING GILING,7565,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-01-01,GABAH KERING GILING,7600,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-02-01,GABAH KERING GILING,6730,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-03-01,GABAH KERING GILING,7743,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-04-01,GABAH KERING GILING,6626,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-05-01,GABAH KERING GILING,7548,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-06-01,GABAH KERING GILING,7788,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-07-01,GABAH KERING GILING,8124,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-01-01,GABAH KERING PANEN,4832,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-02-01,GABAH KERING PANEN,4768,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-03-01,GABAH KERING PANEN,4593,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-04-01,GABAH KERING PANEN,4349,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-05-01,GABAH KERING PANEN,4443,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-06-01,GABAH KERING PANEN,4387,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-07-01,GABAH KERING PANEN,4430,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-08-01,GABAH KERING PANEN,4406,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-09-01,GABAH KERING PANEN,4566,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-10-01,GABAH KERING PANEN,4648,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-11-01,GABAH KERING PANEN,4489,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-12-01,GABAH KERING PANEN,4472,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-01-01,GABAH KERING PANEN,4400,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-02-01,GABAH KERING PANEN,4374,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-03-01,GABAH KERING PANEN,4164,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-04-01,GABAH KERING PANEN,3929,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-05-01,GABAH KERING PANEN,3929,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-06-01,GABAH KERING PANEN,3939,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-07-01,GABAH KERING PANEN,3923,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-08-01,GABAH KERING PANEN,4071,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-09-01,GABAH KERING PANEN,4043,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-10-01,GABAH KERING PANEN,4134,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-11-01,GABAH KERING PANEN,4364,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-12-01,GABAH KERING PANEN,4572,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-01-01,GABAH KERING PANEN,4785,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-02-01,GABAH KERING PANEN,4587,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-03-01,GABAH KERING PANEN,4553,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-04-01,GABAH KERING PANEN,4275,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-05-01,GABAH KERING PANEN,4248,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-06-01,GABAH KERING PANEN,4067,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-07-01,GABAH KERING PANEN,4235,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-08-01,GABAH KERING PANEN,4687,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-09-01,GABAH KERING PANEN,5160,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-10-01,GABAH KERING PANEN,5388,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-11-01,GABAH KERING PANEN,5383,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-12-01,GABAH KERING PANEN,5711,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-01-01,GABAH KERING PANEN,5675,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-02-01,GABAH KERING PANEN,5941,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-03-01,GABAH KERING PANEN,4888,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-04-01,GABAH KERING PANEN,5207,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-05-01,GABAH KERING PANEN,5457,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-06-01,GABAH KERING PANEN,5405,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-07-01,GABAH KERING PANEN,5572,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-08-01,GABAH KERING PANEN,5993,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-09-01,GABAH KERING PANEN,6816,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-10-01,GABAH KERING PANEN,7067,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-11-01,GABAH KERING PANEN,7124,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-12-01,GABAH KERING PANEN,7081,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-01-01,GABAH KERING PANEN,7235,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-02-01,GABAH KERING PANEN,7479,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-03-01,GABAH KERING PANEN,6934,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-04-01,GABAH KERING PANEN,5444,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-05-01,GABAH KERING PANEN,5713,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-06-01,GABAH KERING PANEN,6172,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-07-01,GABAH KERING PANEN,6666,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-08-01,GABAH KERING PANEN,6634,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-09-01,GABAH KERING PANEN,6778,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-10-01,GABAH KERING PANEN,6725,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-11-01,GABAH KERING PANEN,6547,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-12-01,GABAH KERING PANEN,6635,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-01-01,GABAH KERING PANEN,6461,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-02-01,GABAH KERING PANEN,6520,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-03-01,GABAH KERING PANEN,6554,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-04-01,GABAH KERING PANEN,6225,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-05-01,GABAH KERING PANEN,6435,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-06-01,GABAH KERING PANEN,6754,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-07-01,GABAH KERING PANEN,7016,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-01-01,JAGUNG PIPIL KERING,4365,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-02-01,JAGUNG PIPIL KERING,4285,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-03-01,JAGUNG PIPIL KERING,4300,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-04-01,JAGUNG PIPIL KERING,3853,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-05-01,JAGUNG PIPIL KERING,3458,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-06-01,JAGUNG PIPIL KERING,3607,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-07-01,JAGUNG PIPIL KERING,3474,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-08-01,JAGUNG PIPIL KERING,3385,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-09-01,JAGUNG PIPIL KERING,3385,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-10-01,JAGUNG PIPIL KERING,3747,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-11-01,JAGUNG PIPIL KERING,3915,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-12-01,JAGUNG PIPIL KERING,4275,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-01-01,JAGUNG PIPIL KERING,4005,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-02-01,JAGUNG PIPIL KERING,4021,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-03-01,JAGUNG PIPIL KERING,4174,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-04-01,JAGUNG PIPIL KERING,5050,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-05-01,JAGUNG PIPIL KERING,5050,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-06-01,JAGUNG PIPIL KERING,5174,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-07-01,JAGUNG PIPIL KERING,5362,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-08-01,JAGUNG PIPIL KERING,5319,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-09-01,JAGUNG PIPIL KERING,5446,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-10-01,JAGUNG PIPIL KERING,5255,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-11-01,JAGUNG PIPIL KERING,5486,RP/KG,0
KABUPATEN TULUNGAGUNG,2021-12-01,JAGUNG PIPIL KERING,5198,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-01-01,JAGUNG PIPIL KERING,5134,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-02-01,JAGUNG PIPIL KERING,5058,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-03-01,JAGUNG PIPIL KERING,4997,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-04-01,JAGUNG PIPIL KERING,5271,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-05-01,JAGUNG PIPIL KERING,5281,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-06-01,JAGUNG PIPIL KERING,4793,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-07-01,JAGUNG PIPIL KERING,4413,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-08-01,JAGUNG PIPIL KERING,4347,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-09-01,JAGUNG PIPIL KERING,4271,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-10-01,JAGUNG PIPIL KERING,4273,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-11-01,JAGUNG PIPIL KERING,4017,RP/KG,0
KABUPATEN TULUNGAGUNG,2022-12-01,JAGUNG PIPIL KERING,4100,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-01-01,JAGUNG PIPIL KERING,4305,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-02-01,JAGUNG PIPIL KERING,4535,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-03-01,JAGUNG PIPIL KERING,5131,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-04-01,JAGUNG PIPIL KERING,5409,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-05-01,JAGUNG PIPIL KERING,5332,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-06-01,JAGUNG PIPIL KERING,5343,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-07-01,JAGUNG PIPIL KERING,5188,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-08-01,JAGUNG PIPIL KERING,5430,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-09-01,JAGUNG PIPIL KERING,5993,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-10-01,JAGUNG PIPIL KERING,6119,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-11-01,JAGUNG PIPIL KERING,5951,RP/KG,0
KABUPATEN TULUNGAGUNG,2023-12-01,JAGUNG PIPIL KERING,6601,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-01-01,JAGUNG PIPIL KERING,7758,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-02-01,JAGUNG PIPIL KERING,7795,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-03-01,JAGUNG PIPIL KERING,5526,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-04-01,JAGUNG PIPIL KERING,4983,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-05-01,JAGUNG PIPIL KERING,4740,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-06-01,JAGUNG PIPIL KERING,4438,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-07-01,JAGUNG PIPIL KERING,4295,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-08-01,JAGUNG PIPIL KERING,4999,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-09-01,JAGUNG PIPIL KERING,4896,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-10-01,JAGUNG PIPIL KERING,4766,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-11-01,JAGUNG PIPIL KERING,4601,RP/KG,0
KABUPATEN TULUNGAGUNG,2024-12-01,JAGUNG PIPIL KERING,5080,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-01-01,JAGUNG PIPIL KERING,4895,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-02-01,JAGUNG PIPIL KERING,4932,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-03-01,JAGUNG PIPIL KERING,4974,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-04-01,JAGUNG PIPIL KERING,4896,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-05-01,JAGUNG PIPIL KERING,4999,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-06-01,JAGUNG PIPIL KERING,5000,RP/KG,0
KABUPATEN TULUNGAGUNG,2025-07-01,JAGUNG PIPIL KERING,5344,RP/KG,0
KABUPATEN TULUNGAGUNG,2020-01-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-02-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-03-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-04-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-05-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-06-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-07-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-08-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-09-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-10-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-11-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2020-12-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-01-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-02-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-03-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-04-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-05-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-06-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-07-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-08-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-09-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-10-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-11-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2021-12-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-01-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-02-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-03-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-04-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-05-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-06-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-07-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-08-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-09-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-10-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-11-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2022-12-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-01-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-02-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-03-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-04-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-05-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-06-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-07-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-08-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-09-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-10-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-11-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2023-12-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-01-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-02-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-03-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-04-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-05-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-06-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-07-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-08-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-09-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-10-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-11-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2024-12-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-01-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-02-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-03-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-04-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-05-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-06-01,KEDELAI,7467,RP/KG,1
KABUPATEN TULUNGAGUNG,2025-07-01,KEDELAI,7467,RP/KG,1
KOTA BATU,2020-01-01,BERAS MEDIUM,10750,RP/KG,1
KOTA BATU,2020-02-01,BERAS MEDIUM,10750,RP/KG,1
KOTA BATU,2020-03-01,BERAS MEDIUM,10750,RP/KG,0
KOTA BATU,2020-04-01,BERAS MEDIUM,10760,RP/KG,0
KOTA BATU,2020-05-01,BERAS MEDIUM,10213,RP/KG,0
KOTA BATU,2020-06-01,BERAS MEDIUM,10000,RP/KG,0
KOTA BATU,2020-07-01,BERAS MEDIUM,10100,RP/KG,0
KOTA BATU,2020-08-01,BERAS MEDIUM,10000,RP/KG,0
KOTA BATU,2020-09-01,BERAS MEDIUM,10000,RP/KG,0
KOTA BATU,2020-10-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2020-11-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2020-12-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-01-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-02-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-03-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-04-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-05-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-06-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-07-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-08-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-09-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-10-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-11-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2021-12-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-01-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-02-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-03-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-04-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-05-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-06-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-07-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-08-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-09-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-10-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-11-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2022-12-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-01-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-02-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-03-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-04-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-05-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-06-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-07-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-08-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-09-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-10-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-11-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2023-12-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-01-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-02-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-03-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-04-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-05-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-06-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-07-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-08-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-09-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-10-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-11-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2024-12-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-01-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-02-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-03-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-04-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-05-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-06-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2025-07-01,BERAS MEDIUM,10000,RP/KG,1
KOTA BATU,2020-01-01,BERAS PREMIUM,11000,RP/KG,0
KOTA BATU,2020-02-01,BERAS PREMIUM,8167,RP/KG,0
KOTA BATU,2020-03-01,BERAS PREMIUM,15000,RP/KG,0
KOTA BATU,2020-04-01,BERAS PREMIUM,11190,RP/KG,0
KOTA BATU,2020-05-01,BERAS PREMIUM,11680,RP/KG,0
KOTA BATU,2020-06-01,BERAS PREMIUM,12000,RP/KG,0
KOTA BATU,2020-07-01,BERAS PREMIUM,12000,RP/KG,0
KOTA BATU,2020-08-01,BERAS PREMIUM,12000,RP/KG,0
KOTA BATU,2020-09-01,BERAS PREMIUM,12000,RP/KG,0
KOTA BATU,2020-10-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2020-11-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2020-12-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-01-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-02-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-03-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-04-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-05-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-06-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-07-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-08-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-09-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-10-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-11-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2021-12-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-01-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-02-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-03-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-04-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-05-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-06-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-07-01,BERAS PREMIUM,12000,RP/KG,1
KOTA BATU,2022-08-01,BERAS PREMIUM,12000,RP/KG,1
